Path,Relative Path,Type,Component,Optimization,Size,Created,Modified,Owner,Permissions,Security Issues,File Type,LOC,Imports Count,Functions Count,Classes Count
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_system.py,core/ai_system.py,File,Python Script,Review for Optimization,2604,2025-06-13T15:35:18.329203,2025-06-11T18:12:18.397956,slyslickmojo,0o100777,None,Python,73,3,5,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/command_system.py,core/command_system.py,File,Python Script,Review for Optimization,1848,2025-06-13T15:35:18.396550,2025-06-11T18:10:45.505609,slyslickmojo,0o100777,None,Python,53,1,6,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/system_initializer.py,core/system_initializer.py,File,Python Script,Review for Optimization,690,2025-06-13T15:35:18.405728,2025-06-11T23:07:34.811435,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,15,2,2,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/__init__.py,core/__init__.py,File,Python Script,Review for Optimization,30,2025-06-13T15:35:18.409722,2025-06-11T23:07:34.672748,slyslickmojo,0o100777,None,Python,1,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/ai_api.py,core/ai_models/ai_api.py,File,Python Script,Review for Optimization,157,2025-06-13T15:35:18.286638,2025-06-02T19:36:39.886080,slyslickmojo,0o100777,None,Python,5,2,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/AI_BEHAVIOR.py,core/ai_models/AI_BEHAVIOR.py,File,Python Script,Review for Optimization,2918,2025-06-13T15:35:18.290632,2025-06-11T18:09:29.144695,slyslickmojo,0o100777,None,Python,76,3,8,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/AI_BEHAVIOR_EXT.py,core/ai_models/AI_BEHAVIOR_EXT.py,File,Python Script,Review for Optimization,1713,2025-06-13T15:35:18.293639,2025-06-11T18:09:28.507706,slyslickmojo,0o100777,None,Python,48,3,4,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/AI_DIALOGUE_EXT.py,core/ai_models/AI_DIALOGUE_EXT.py,File,Python Script,Review for Optimization,2632,2025-06-13T15:35:18.296641,2025-06-11T18:09:29.629604,slyslickmojo,0o100777,None,Python,66,3,7,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/AI_EMOTION.py,core/ai_models/AI_EMOTION.py,File,Python Script,Review for Optimization,1058,2025-06-13T15:35:18.303340,2025-06-11T18:09:28.994100,slyslickmojo,0o100777,None,Python,30,1,4,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/AI_EVENTBUS.py,core/ai_models/AI_EVENTBUS.py,File,Python Script,Review for Optimization,1762,2025-06-13T15:35:18.306076,2025-06-11T18:09:29.781587,slyslickmojo,0o100777,None,Python,48,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/AI_INTEGRATION.py,core/ai_models/AI_INTEGRATION.py,File,Python Script,Review for Optimization,3866,2025-06-13T15:35:18.309077,2025-06-11T18:09:28.581309,slyslickmojo,0o100777,None,Python,99,10,9,2
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/AI_MODEL.py,core/ai_models/AI_MODEL.py,File,Python Script,Review for Optimization,2166,2025-06-13T15:35:18.313080,2025-06-11T18:09:28.661110,slyslickmojo,0o100777,None,Python,61,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/AI_TASKSCHEDULER.py,core/ai_models/AI_TASKSCHEDULER.py,File,Python Script,Review for Optimization,1411,2025-06-13T15:35:18.317480,2025-06-11T18:09:28.768161,slyslickmojo,0o100777,None,Python,36,2,5,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/openai_bridge.py,core/ai_models/openai_bridge.py,File,Python Script,Review for Optimization,314,2025-06-13T15:35:18.322202,2025-06-12T04:04:36.505918,slyslickmojo,0o100777,None,Python,13,3,1,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/Slick_AI_Command_Ineterface.py,core/ai_models/Slick_AI_Command_Ineterface.py,File,Python Script,Review for Optimization,0,2025-06-13T15:35:18.325203,2025-06-12T20:19:33.546508,slyslickmojo,0o100777,None,Python,0,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/cognitive_engine/core.py,core/cognitive_engine/core.py,File,Python Script,Review for Optimization,5612,2025-06-13T15:35:18.342544,2025-06-13T00:50:20.917703,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,160,15,13,2
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/cognitive_engine/cosmic_resolution.py,core/cognitive_engine/cosmic_resolution.py,File,Python Script,Review for Optimization,227,2025-06-13T15:35:18.346143,2025-06-13T00:30:57.582625,slyslickmojo,0o100777,None,Python,5,0,1,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/cognitive_engine/fix_imports.py,core/cognitive_engine/fix_imports.py,File,Python Script,Review for Optimization,616,2025-06-13T15:35:18.354062,2025-06-13T00:53:46.541025,slyslickmojo,0o100777,None,Python,22,1,1,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/cognitive_engine/galactic_integration.py,core/cognitive_engine/galactic_integration.py,File,Python Script,Review for Optimization,733,2025-06-13T15:35:18.358059,2025-06-13T00:52:27.649720,slyslickmojo,0o100777,None,Python,16,1,3,2
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/cognitive_engine/logic_unit.py,core/cognitive_engine/logic_unit.py,File,Python Script,Review for Optimization,5334,2025-06-13T15:35:18.365749,2025-06-11T18:09:30.043739,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,152,15,11,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/cognitive_engine/__init__.py,core/cognitive_engine/__init__.py,File,Python Script,Review for Optimization,0,2025-06-13T15:35:18.371927,2025-06-13T00:49:32.901829,slyslickmojo,0o100777,None,Python,0,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/data/ai_preferences_details.csv,data/ai_preferences_details.csv,File,Data,No Change Needed,215,2025-06-13T15:35:18.441594,2025-06-11T23:07:47.175280,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/data/chatgpt.csv,data/chatgpt.csv,File,Data,No Change Needed,2126,2025-06-13T15:35:18.446591,2025-06-11T21:47:27.599319,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/data/memory_log.json,data/memory_log.json,File,Config,No Change Needed,3,2025-06-13T15:35:18.453542,2025-06-02T19:00:58.275176,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/data/memory_nodes.csv,data/memory_nodes.csv,File,Data,No Change Needed,209,2025-06-13T15:35:18.456538,2025-06-11T23:07:47.229956,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/data/profile_details.csv,data/profile_details.csv,File,Data,No Change Needed,357,2025-06-13T15:35:18.460536,2025-06-11T23:07:47.450845,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/data/slick_chatgpt.csv,data/slick_chatgpt.csv,File,Data,No Change Needed,1018,2025-06-13T15:35:18.464537,2025-06-11T19:41:34.146716,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/data/slick_upgrade.csv,data/slick_upgrade.csv,File,Data,No Change Needed,24506,2025-06-13T15:35:18.471273,2025-06-11T18:04:35.202780,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/data/snapshot_config.json,data/snapshot_config.json,File,Config,No Change Needed,881,2025-06-13T15:35:18.475267,2025-06-11T23:07:47.520976,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/deployment/preflight_checks.py,deployment/preflight_checks.py,File,Python Script,Review for Optimization,863,2025-06-13T16:35:48.721607,2025-06-13T16:35:48.721607,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,28,0,1,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/docs/help_files,docs/help_files,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/docs/README_SLICK_AI.md,docs/README_SLICK_AI.md,File,Documentation,No Change Needed,287,2025-06-13T15:35:18.508433,2025-06-11T18:09:36.897901,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/docs/help_files/flow_chart1.py,docs/help_files/flow_chart1.py,File,Python Script,Review for Optimization,3500,2025-06-13T17:20:13.915613,2025-06-13T17:20:13.915613,slyslickmojo,0o100777,None,Python,125,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/engine/logic_core.py,engine/logic_core.py,File,Python Script,Review for Optimization,1691,2025-06-13T15:35:18.521269,2025-06-11T23:07:43.978834,slyslickmojo,0o100777,None,Python,40,6,2,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/engine/preference_applier.py,engine/preference_applier.py,File,Python Script,Review for Optimization,730,2025-06-13T15:35:18.526272,2025-06-11T23:07:44.213817,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,20,1,1,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/engine/__init__.py,engine/__init__.py,File,Python Script,Review for Optimization,18,2025-06-13T15:35:18.529272,2025-06-11T23:07:43.796662,slyslickmojo,0o100777,None,Python,1,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/interface/api,interface/api,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/interface/voice_integration.py,interface/voice_integration.py,File,Python Script,Review for Optimization,973,2025-06-13T15:35:18.579991,2025-06-11T23:07:43.455040,slyslickmojo,0o100777,None,Python,29,2,4,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/interface/__init__.py,interface/__init__.py,File,Python Script,Review for Optimization,25,2025-06-13T15:35:18.585676,2025-06-11T23:07:43.158812,slyslickmojo,0o100777,None,Python,1,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/interface/api/routes.py,interface/api/routes.py,File,Python Script,Review for Optimization,200,2025-06-13T15:35:18.563131,2025-06-11T18:10:48.669937,slyslickmojo,0o100777,None,Python,8,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/knowledge/api.py,knowledge/api.py,File,Python Script,Review for Optimization,1650,2025-06-13T15:35:18.596413,2025-06-13T13:42:01.949069,slyslickmojo,0o100777,None,Python,44,4,5,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/knowledge/core.py,knowledge/core.py,File,Python Script,Review for Optimization,7430,2025-06-13T15:35:18.601962,2025-06-13T13:38:36.319660,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,165,5,13,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/knowledge/input_corrector.py,knowledge/input_corrector.py,File,Python Script,Review for Optimization,2058,2025-06-13T15:35:18.606065,2025-06-13T13:39:56.230891,slyslickmojo,0o100777,None,Python,47,2,5,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/knowledge/learning.py,knowledge/learning.py,File,Python Script,Review for Optimization,2570,2025-06-13T15:35:18.610091,2025-06-13T13:45:35.367818,slyslickmojo,0o100777,None,Python,69,2,5,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/knowledge/spell_checker.py,knowledge/spell_checker.py,File,Python Script,Review for Optimization,4260,2025-06-13T15:35:18.613109,2025-06-13T13:41:27.719092,slyslickmojo,0o100777,None,Python,89,2,5,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/knowledge/think_sessions_processor.py,knowledge/think_sessions_processor.py,File,Python Script,Review for Optimization,2063,2025-06-13T17:25:10.638690,2025-06-13T17:25:10.638690,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,47,4,4,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think,memory/Think,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/memory_core.py,memory/memory_core.py,File,Python Script,Review for Optimization,3029,2025-06-13T15:35:18.626836,2025-06-11T23:07:41.070175,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,73,4,4,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/memory_integration.py,memory/memory_integration.py,File,Python Script,Review for Optimization,1144,2025-06-13T15:35:18.629837,2025-06-11T23:07:41.242666,slyslickmojo,0o100777,None,Python,30,3,2,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/memory_node.py,memory/memory_node.py,File,Python Script,Review for Optimization,14123,2025-06-13T15:35:18.635363,2025-06-11T18:09:35.420696,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,307,3,36,13
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/version_history.json,memory/version_history.json,File,Config,No Change Needed,476,2025-06-13T15:35:18.693082,2025-06-13T11:46:11.454234,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/__init__.py,memory/__init__.py,File,Python Script,Review for Optimization,22,2025-06-13T15:35:18.695529,2025-06-11T23:07:40.663054,slyslickmojo,0o100777,None,Python,1,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session1.txt,memory/Think/Think_session1.txt,File,Text Asset,No Change Needed,18264,2025-06-13T15:35:18.645718,2025-06-12T21:15:06.797579,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session10.txt,memory/Think/Think_session10.txt,File,Text Asset,No Change Needed,12378,2025-06-13T15:35:18.650674,2025-06-13T10:51:26.216210,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session11.txt,memory/Think/Think_session11.txt,File,Text Asset,No Change Needed,12533,2025-06-13T15:35:18.656117,2025-06-13T12:03:14.459001,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session2.txt,memory/Think/Think_session2.txt,File,Text Asset,No Change Needed,28898,2025-06-13T15:35:18.660109,2025-06-12T23:54:12.858553,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session3.txt,memory/Think/Think_session3.txt,File,Text Asset,No Change Needed,3383,2025-06-13T15:35:18.663390,2025-06-12T23:57:41.040530,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session4.txt,memory/Think/Think_session4.txt,File,Text Asset,No Change Needed,49694,2025-06-13T15:35:18.669766,2025-06-13T00:16:42.728863,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session5.txt,memory/Think/Think_session5.txt,File,Text Asset,No Change Needed,9777,2025-06-13T15:35:18.672764,2025-06-13T00:23:33.738738,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session6.txt,memory/Think/Think_session6.txt,File,Text Asset,No Change Needed,6964,2025-06-13T15:35:18.676521,2025-06-13T00:39:18.832633,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session8.txt,memory/Think/Think_session8.txt,File,Text Asset,No Change Needed,16829,2025-06-13T15:35:18.679519,2025-06-13T10:24:57.447747,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session9.txt,memory/Think/Think_session9.txt,File,Text Asset,No Change Needed,15793,2025-06-13T15:35:18.684100,2025-06-13T10:43:38.389625,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_sessions7.txt,memory/Think/Think_sessions7.txt,File,Text Asset,No Change Needed,5749,2025-06-13T15:35:18.689078,2025-06-13T01:27:40.481313,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/mic_input/wo_mic_listener.py,mic_input/wo_mic_listener.py,File,Python Script,Review for Optimization,480,2025-06-13T15:35:18.726109,2025-06-12T04:04:36.418577,slyslickmojo,0o100777,None,Python,16,1,1,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/modules/emotion_processor.py,modules/emotion_processor.py,File,Python Script,Review for Optimization,112,2025-06-13T15:35:18.740668,2025-06-11T23:54:29.274397,slyslickmojo,0o100777,None,Python,4,0,1,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/modules/knowledge_graph.py,modules/knowledge_graph.py,File,Python Script,Review for Optimization,128,2025-06-13T15:35:18.743666,2025-06-11T23:54:29.000093,slyslickmojo,0o100777,None,Python,4,0,1,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/modules/sentiment_analysis.py,modules/sentiment_analysis.py,File,Python Script,Review for Optimization,114,2025-06-13T15:35:18.746361,2025-06-11T23:54:28.861180,slyslickmojo,0o100777,None,Python,4,0,1,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/modules/voice_interface.py,modules/voice_interface.py,File,Python Script,Review for Optimization,119,2025-06-13T15:35:18.751944,2025-06-11T23:54:28.762371,slyslickmojo,0o100777,None,Python,4,0,1,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/scripts/Backup.py,scripts/Backup.py,File,Python Script,Review for Optimization,10923,2025-06-13T15:35:18.825832,2025-06-11T18:04:36.759058,slyslickmojo,0o100777,None,Python,199,12,6,4
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/scripts/build_project.py,scripts/build_project.py,File,Python Script,Review for Optimization,8771,2025-06-13T15:35:18.829161,2025-06-11T23:07:14.968760,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,265,3,2,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/scripts/convert_manifest.py,scripts/convert_manifest.py,File,Python Script,Review for Optimization,1510,2025-06-13T15:35:18.835438,2025-06-11T18:10:48.359530,slyslickmojo,0o100777,None,Python,47,2,2,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/scripts/extract_slick_ai_components.py,scripts/extract_slick_ai_components.py,File,Python Script,Review for Optimization,2036,2025-06-13T15:35:18.839542,2025-06-11T18:09:33.249105,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,69,2,3,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/scripts/prepare_slick_ai_system.py,scripts/prepare_slick_ai_system.py,File,Python Script,Review for Optimization,4645,2025-06-13T15:35:18.842543,2025-06-11T18:09:35.722501,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,108,6,3,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/scripts/rebuild.py,scripts/rebuild.py,File,Python Script,Review for Optimization,1845,2025-06-13T15:35:18.846542,2025-06-11T22:05:07.937890,slyslickmojo,0o100777,None,Python,58,3,2,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/scripts/reorganize_project.py,scripts/reorganize_project.py,File,Python Script,Review for Optimization,5407,2025-06-13T15:35:18.852115,2025-06-11T23:48:13.266472,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,138,3,1,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/scripts/restore_files.py,scripts/restore_files.py,File,Python Script,Review for Optimization,1241,2025-06-13T15:35:18.856119,2025-06-12T03:44:10.990648,slyslickmojo,0o100777,None,Python,33,2,1,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/scripts/sync_system.py,scripts/sync_system.py,File,Python Script,Review for Optimization,1424,2025-06-13T15:35:18.860115,2025-06-13T01:21:14.629889,slyslickmojo,0o100777,None,Python,42,3,1,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/shared/auth,shared/auth,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/shared/security,shared/security,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/shared/auth/key_manager.py,shared/auth/key_manager.py,File,Python Script,Review for Optimization,629,2025-06-13T16:57:44.378136,2025-06-13T16:57:44.378136,slyslickmojo,0o100777,None,Python,17,2,3,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/shared/security/encryption_service.py,shared/security/encryption_service.py,File,Python Script,Review for Optimization,484,2025-06-13T16:33:43.261388,2025-06-13T16:33:43.261388,slyslickmojo,0o100777,None,Python,12,0,2,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/shared/security/think_session_protection.py,shared/security/think_session_protection.py,File,Python Script,Review for Optimization,0,2025-06-13T17:33:41.661745,2025-06-13T17:33:41.661745,slyslickmojo,0o100777,None,Python,0,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/api,slick/api,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/core,slick/core,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/engine,slick/engine,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/services.py,slick/services.py,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/SLICK_AI,slick/SLICK_AI,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/system,slick/system,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/training,slick/training,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/app.py,slick/app.py,File,Python Script,Review for Optimization,3577,2025-06-11T17:31:59.242496,2025-06-11T01:43:34,slyslickmojo,0o100777,None,Python,96,7,4,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/api/routes,slick/api/routes,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/api/files.py,slick/api/files.py,File,Python Script,Review for Optimization,4791,2025-06-13T15:35:18.891770,2025-06-13T14:03:52.398932,slyslickmojo,0o100777,None,Python,139,6,7,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/api/main.py,slick/api/main.py,File,Python Script,Review for Optimization,1294,2025-06-13T15:35:18.894773,2025-06-13T14:05:16.319617,slyslickmojo,0o100777,None,Python,39,14,2,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/api/security.py,slick/api/security.py,File,Python Script,Review for Optimization,687,2025-06-13T15:35:18.939784,2025-06-13T11:56:19.474662,slyslickmojo,0o100777,None,Python,20,3,2,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/api/routes/ai.py,slick/api/routes/ai.py,File,Python Script,Review for Optimization,1604,2025-06-13T15:35:18.906912,2025-06-13T11:30:35.543402,slyslickmojo,0o100777,None,Python,48,4,2,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/api/routes/bot.py,slick/api/routes/bot.py,File,Python Script,Review for Optimization,862,2025-06-13T15:35:18.909914,2025-06-13T11:31:40.299568,slyslickmojo,0o100777,None,Python,24,7,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/api/routes/core.py,slick/api/routes/core.py,File,Python Script,Review for Optimization,2827,2025-06-13T15:35:18.914116,2025-06-13T12:10:59.568082,slyslickmojo,0o100777,None,Python,83,5,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/api/routes/services.py,slick/api/routes/services.py,File,Python Script,Review for Optimization,2107,2025-06-13T15:35:18.921400,2025-06-13T12:36:31.982718,slyslickmojo,0o100777,None,Python,61,4,8,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/api/routes/telegram.py,slick/api/routes/telegram.py,File,Python Script,Review for Optimization,2800,2025-06-13T15:35:18.925394,2025-06-13T12:13:43.729219,slyslickmojo,0o100777,None,Python,75,6,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/api/routes/think.py,slick/api/routes/think.py,File,Python Script,Review for Optimization,641,2025-06-13T15:35:18.929393,2025-06-13T11:31:11.044772,slyslickmojo,0o100777,None,Python,20,2,2,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/api/routes/vscode.py,slick/api/routes/vscode.py,File,Python Script,Review for Optimization,2312,2025-06-13T15:35:18.935562,2025-06-13T11:43:41.138813,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,64,7,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/core/action_plugins,slick/core/action_plugins,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/core/action_base.py,slick/core/action_base.py,File,Python Script,Review for Optimization,254,2025-06-13T15:35:18.952007,2025-06-11T18:09:31.259869,slyslickmojo,0o100777,None,Python,14,4,2,1
